text,sarcastic
"yeah, ez is what will come back to haunt you. hay ez you know why i can say anything i want about jesus with out consequence? it's because jesus never existed. sleazy, when are you going to grow up?",1
"Some of my colleagues need to learn how to rest 😭😭 just got two emails saying “I’ll make edits over the weekend” and “never mind, being admitted for my C section right now!”

GIRL GET OFF OUTLOOK 🥺",0
"Not only do their superiors in higher courts think they are a joke, but their peers in other circuit courts think they are a joke.",0
"oh yeah those, i knew this girl once who put those up in her. freaky stuff man",0
You haven't proven anything. All you have done is spew your same old drivel which ignores what I actually say and reinterprets it to mean what you want it to say. You must corrupt what I say since you can't accept the truth of my beliefs and win your fallacious argument.,0
"This is simply false. Rock can be folded under pressure. This has been proven by lab experiment. However there are many features in sedimentary rocks that cannot be formed quickly, for example, fossil trackways.",0
"While I'm not going to consider Dr. Tiller a pillar of society, I'm certainly not going to condone his murder.",0
The article is saying that it was genetic changes. Changes in genes encoding certain transcription factors is what caused changes in the expression of other genes.,0
"ah yes.....""Gaytheist,"" the terminal homosexual atheist liar at various forums such as IIDB and Tweb misrepresents me to some guy who studies tadpoles. The little XXXX liar atheist claimed to the author that I used his paper as ""evidence"" of lamarckism -- which was a bold-face lie that she couldn't back up when I pressed her on it. This was merely his response to her strawman lie. Funny how you must repeat these lies to help cover up how pathetic your theory is.",1
The character of God seems to be in the eye of the beholder... Or non-existant.,0
"oh really xaeon? netherlands has had prostitution legal for years and they are one of the most primary destinations for humans being trafficked. europe has many countries who have legalized prostitution but suffer from increased human trafficking. but maybe the us is different?  http://en.wikipedia.org/wiki/prostitution_in_the_netherlands  with it legalised more people are having sex with whores, and as soon as a whore is infected she doesn't even know it yet, so if she gets infected with hiv she still has sex with customers up until the day her next 'check up' is which is usually once a week. what happens to the infected prostitute? she gets kicked out onto the street. so thats one more woman infected, and possible many more men.",0
I’m on a serious treat myself kick and I’m not mad about it,0
"i'm surprised to learn that you have the slightest idea about biology. also, your spelling and grammar is ever so much better in this post than your posts in another thread. how many of you are pretending to be a poster named vt?",1
"Walking-fish:
Yeh, but God is not a biologist. How would He know?",1
I couldn’t have imagined how much fun I would have with people I’ve met through streaming. I’m so thankful to live in this timeline even if it is relatively garbage.,0
"@HotspurHurly61 @JackPittBrooke Agree with this 100%, he made mistakes but went through unimaginable grief and played through it. Got a lot of unwarranted hate from Spurs fans, I hope he gets a new club and does well!",0
"What makes you think I don't. Yours is not the only religion on earth!! And I didn't just jump to the concluision that your soul needed concern, so don't jump to it with me.",1
Cast member: “I wish I was in the musical before this year. I’ve never done anything at school before and now I feel more confident and I think I want to do a spring sport now too.” THIS. This is why I love directing HS theatre. It’s about so much more than performing. ❤️,0
"child, your assumption is not only simplistic, childish and patently ridiculous, but it is coming from you so i'm not surprised at all that you're making it. you can deduce and somehow read into my rejection of your statement being evidence of anything is claiming that christianity is the only religion, but i made clear above that my only intent was to show that your claim that your siggy proves anything at all is patently absurd. but make of it what you will. i'll give you the last word to spew your lies and delusions about what you want to say i believe. so have at it little boy, er, i mean, child. emoticonxbye",1
Wow great album from Kanye. v John Cage 4’43 vibes x,1
"Maybe it's you who needs to hope for the brain-storm.
Others got the point of my post.
You mock that which you don't get...
But I guess if you've been cornered on most of the issue, there isn't much left for you to really do but try to mock other people, and hope that nobody notices that you lost the actual debate...",1
"Actually, I've been posting more than ever...just not here. This place has become gay central and it bored me. I posted the above because I knew it was a topic near and dear to both of our hearts. emoticon_xkill emoticon_xgood ",0
watching tik toks at full volume in the middle of the airport should be a federal offense,1
Oh? And what is the specific amount of pot you have to smoke before you become a drug crazed fiend?,1
"When parents ask about your mental health during parent-teacher conferences 🥰 (and you don’t tell the truth because, like, gestures broadly. But still!)",0
Apparently you thought I was claiming that pro-lifers thought that the baby's life was more valuable than the mother's life. So I clarified:,0
"Not at all. Intelligent design lacks science as a whole as it is incapable of producing experiments to prove its assertions or provide geological evidence or even contemporary evidence that its claims are indeed valid.   Essentially Intelligent design is nothing more then Goddidit. Things are too complex to explain at the current moment, with the current understanding, therefore God was responsible. ID is fundamentally no different then Animism. What cannot be explained now is the work of God. But instead of rain and sun, it's now the eye. The principle argument has not changed.",0
The only thing I got from college is a caffeine addiction,1
So why are you here? Do you have anything to offer of any substance?,0
Leaving this assignment to the last minute was probably not a smart move #w100,0
"anyone else see the irony? i don't have time to look up my facts, but i'll just say my opinions are facts!  let's just ignore that overall, republican adminstrations have more officials indicted or convicted of state & federal laws. nixon's adminstration alone accounts for many of the republican number (golwater called nixon the most dishonest person he'd ever met in his life). and do we need to remind jim of the ratio of republicans who have gone to jail or been indicted compared to democrats in the past 6 years?  right. strom thurmand laughs at you from his grave.  with a ideology like that, i'm not surprised.",1
Inspired by the ‘dinner with Jay Z’ guy still going strong. I choose now to believe him,1
That's an out that's peculiar to Christians. Good? Godidit. Bad? Devil's work.,1
Why would I worry about a book of myths and fairy tales?,1
"I spend the day sitting or napping, I ration my food like a psychopath, and I take one walk a day. I am my dog. #Covid_19 #CoronaVirusUpdate",1
"I think it would be best for neither one to have a gun, as there would be no chance of me getting hurt. After all, I could beat up a guy armed with a plastic fork. However, if the hijacker has a gun, I'd like someone (not me, I'm half blind in each eye, I'd probably hit a passanger or something) to have a gun.",1
"most research indicates social deprivation as being main causes of crime coupled nowadays with drugs   SO WHY ARE GUNS BEING BLAMED FOR CAUSING CRIME!!! I've been saying this for years...   Criminals have always had guns ban or not   That is the exact point of this thread... guns bans/control doesn't stop the criminals, endangering the populace.   If you want to argue anti-gun... don't support the side of us ""redneck-hillbilly-gunnuts"" that you think are so stupid.",0
"To you, it may be an incorrect statement. But if it is, you have to tell me what it is you kill and take the life away from when you abort the zygote. Not knowing if it is being killed or not knowing someone wants to kill it makes no difference. Injustice is still practiced there, and not even some abortion doctors realize it.",0
So making it much worse cures the problem. Get a grip.,1
"The best part of going out, is waking up at 2PM the next morning wondering whether you're dead or not and what day it is. 😂😳😀",1
the sexual tension between my fist and the computer screen,0
And i dont really believe in god because he has shown us NO compelling evidence of his existance.,0
So when the #hulk gets mad he bursts out of all his clothes right? So why do his trousers stay on?!?!?,0
Imagine going to university for 4 years when you could just follow Elon Musk on twitter for free,1
"have you ever even heard of www.google.com? http://www.google.ca/search?hl=en&q=...e+search&meta= and this is your measure of what makes something true? well then, the epic of gilgamesh, the illiad, and the oddysey must also be true by that reasoning. they've survived just as long, and are still being studied to this day for their insights into those ancient cultures.",1
"In desperate need of 1 final spoon code. Been searching shops desperately for the last few weeks without luck. Please, please send me a code",0
"It's all in how you word the questions.You worded the questions with an obvious bias, they did not come across as an honest attempt to learn, but rather as a challenge.Word them properly, and I guarantee you that the people here will be most helpful.WaxyP.S. Your username has a large affect on how you are initially perceived.",0
Tanq and tonic...ahh yes. The truth serum. You know me too well.emoticonXHoho,1
Is this satire? If so...bravo...well done. emoticonXGood If you are really serious...ummmm...excuse me. emoticonXEmbarrassed,1
"Well ltes paint with a small brush then.
Jazy Jason became an athiest because the church condems homosexuality.
That a small enough brush?",1
"there was no ccw in texas at the time, that law she got passed was the ccw law that ma richards refused to sign, she would rather burn women and children in the davidian church and illegally allow violation of posse commitatus and allowing other state guards into texas. you 9 years old now, mentally? the cafeteria had no policy such as you mention. there was a law enforcement convention going on right next door and they were unaware of it so more proof that cops can't protect you! emoticonxcensored",1
"i really hope you're joking. extremism is a disease, but not religion. religion can be, and is, for the most part, peaceful.",0
"oh yeah, lets just say all the main people on comedy central.",0
"I believe that you forgot a ""smiley"" after that statement. Otherwise, we would have to assume that you swim in the shallow end of the pool. :)",1
eddie kendricks discography is crazy,0
bigger thighs means u have more room for a cat or dog to lay down on them!!!!!!,0
"I'm walking for Citizens Advice in NW Kent. Please help if you can x
2019 London Legal Walk https://t.co/b90ZFwS0Lf",0
@DetroitPistons @PistonsGT Cade Cunningham is my favorite basketball player please 2K 🙏🙏🙏,1
"My dear Sigma,
I'd tutor you in logic if I thought it would stick.
Notwithstanding anything that has been said before in this thread, are no better than is not interchangeable with equally as bad or worse than simply because are no better than does not imply that the thing following than is bad at all...while equally as bad or worse than does.
Changing what a person says in an argument is a strawman technique used by many a poor debater. You wanted to get 'equality' into the argument where none was ever implied.
Good day!",1
Greenwood best youngster in the league btw,0
"youve heard of coffee enemas 
now get ready for coffee bidets",0
"Most people would not know if there was a gay person showering next to them at the gym.
Other than that big gay ID card and maching toaster oven that we carry everywhere, that is ... :p",1
i have this reoccurring nightmare where i accidentally forget to put on shoes before school and i have to spend the whole day barefoot,0
"link to my source 
Does that make you warm and fuzzy again?",1
"so, global warming no, but weather control devices, yes? perhaps too many people are playing red alert these days...",1
"So my Twitter feed has to show me what tweets people I follow like. ...😐 If I unfollowed you, just know I'm tired of seeing porn",1
"Yeah, I'd say you are wrong. It isn't easy to tell on these forums because we don't have many topics about marriage in vegas.",1
"Oh, right. And what would yours be? ""We the humble people of the human species have decided to break away from Britan rule and form our own bubble community. No one has any rights whatsoever, and we restrict our citizens to living in bubbles because we cherish each life, from skin cells to bacteria to plants to embryos. In fact, we really have no purpose in life, we just life to not kill other lives.",1
"your name isn't on the 4473 form either is it scottie? tsk, tsk, tsk and your muther is the one that demanded that isn't she? guess it don't mean much to the elite eh scottie? i don't think you are in a position to demand anything scottie? emoticonxbouncer neither is your mother. emoticonxkill",1
"Um, recorded and document Anglo/Irish history? The same history that led John Major and Anthony Blair to apologize to the Irish people.",1
"You know, that sounds exactly what you are doing. I guess you are as foolish as they are.",0
@funder Great! Tells the truth even when it’s not pleasant. I love how honest he is and tells the American people everything they need to know.,0
i hope my 6th grade english teacher knows he inspired my first tattoo :) there's no reason he would know that but i hope he just feels it in his bones,0
Do you think that the woman will not relive the rape on a daily basis if she destroys the child? Not likely. I think she will still suffer through those thoughts. Killing the baby complicates this. What happens if she has horrible thoughts about a rape wi,0
I stole a book in Skyrim and somebody sent hired thugs after me,0
Bristol is absolutely littered with students!! Glad I never was one🙈,1
"Look at Dunblane. Then look at Columbine. Who had the higher death toll?
How often do school shootings take place in Germany?
When was the last time somebody went driving and shooting in a killing spree in America?
Name the last mass public killing in America, in a public place where the number of victims reached double digit territory.
Go on Brady, we're waiting for you to prove that you actually have a point. Don't disappoint us.",1
as much as i love ginny and Georgia i hate that once again a girl only learns to masturbate bc some creep dude said to. I hate cliches,0
"ah but freedom of speech has many limitations. Since liberals are opposed to American principles their speech can be considered treasonous. No country can survive if it allows itself to be undermined. Lincoln went all out to preserve the country, we should do the same things by making liberals illegal.
",1
"Stalin died of natural causes while in power, I believe. Perhaps the fall of communism is due in part that the purges stopped. So, killing hundreds of thousands of people was wise for Stalin, huh? Good. Good. Anybody disagree with canadianman76?",1
"Very many have: dolphins and whales, for example, and some cave-dwelling birds.",0
"And like drugs, banning firearms would create another tax free black market, supplied by underground smuggling and manufacturing. Making a pistol with low chamber pressures, especially a semi or full auto firing from an open bolt, is no big deal to a competent machinist. Guns like the MC-10 are made mostly from stamped steel, simple to manufacture in a spare room. This all sounds like legislation of morality, proven to be impossible.",0
"This isn’t good, only a few days in of self isolation and I’m already noticing a  decrease in WiFi speed 😅📡",0
cold queso is so much better than warm queso https://t.co/5TaMe4aSO6,1
"How is that a affect of deterrence? Deterrence works by preventing people through the fear of consequences. A dead man has no fears. Furman Vs. Georgia, where the supreme court specifically noted that there is not a single piece of conclusive evidence that the penalty is a effective deterrent.",0
"did i just drive over an hour to go to the closest trader joe’s and pretend i was still in california... yea, will i do it again? also hell fucking yea",0
That rest stop was so stressful I forgot to pee 😩,0
"It's also true; it's about a dream I had where I was living the videogame Doom (and kicking ass, to be fair). I've been playing through Doom Eternal recently, maybe that's what's brought I'm Not A Commando to the front of my mind.

Anyway:",0
"Can't believe I'm missing the Euro finals! But hey, at least I'll be on a plane to Menorca! 😀",0
"Man, even when I bless you guys I'm fearmongering. You guys are afraid of everything... emoticonXConfused",1
"The state right before the Big Bang didn't have H, He, or any space.",0
I love how men know they have a baby on the way in one month and they decide to go out and buy a brand new mustang wow,1
You telling me that one day I could have claws come out of my hands?........SWEET!,1
Actually it uses thymine. Tyrosine is an amino acid.   I'm not sure but I'm sure that someone is.   But the glory of the internet doth provide:   http://www.madsci.org/posts/archives...4206.Bc.r.html,0
separate but equal is never equal? which are better? boys' or girls' bathrooms? other than that last statement i agree 100%. i don't believe gay civil unions are separate but equal but i do believe they could be if we wanted them to be. unfortunately the people who seem to only be against redefining marriage and for civil unions never want to give gays all the rights of marriage in a civil union.,0
"Come on, Aivlis. Give the guy a break. He's just practicing being a grown person.emoticonXHoho",1
So what? How long did the idea of magical creation out of nothing in 6 days hold prevelance before somebody actually challenged it scientifically?,1
"emoticonXWow
You don't even know what the California constitution says, yet you automatically declare they were wrong in interpreting it?
emoticonXRolleyes
",1
How DARE my friends have jobs/boyfriends/lives they should consider my feelings and be free when I am,1
"Yet another case of inability to answer. tsk, tsk, tsk
Yet another ""proofs"". LOL",1
"You're an idiot who has obviously never worked ina first responder category. If you think that increasing the volume and social acceptance of drug use to the same level of alcohol will 'solve' anything, then you are just an idiot. You have obviously never seen whart drug abuse does to families and people's lives. You're right, alcohol is worse, and the main reason its worse is because of 2 reasons, volume and availability ala social acceptance. Legalizing all drugs would have catastrophic social impacts.Don't feed me that line about taxing it and using the money for rehab. We have taxed the XXXX out of tobacco and alcohol the last 100 years and the last time I checked alcoholism and lung cancer hadn't been erradicated.",0
"Kudos to Dubya! I thought that Brown was, well I don't know, INCOMPETENT!",1
"Amazing! Simply amazing.

Well done Sky Brown. You are an inspiration to all of us. 

https://t.co/VppUp4n7Y0",0
"EZ. That is not what I said.I would think a Bible website would be good for biblical information, but for archaeological information? not so much.If you want to provide archaeological evidence of the Exodus, why don't you seek out information from an archaeology sources? Please answer this.If I wanted to seek archaeological evidence to confirm something that happened to a people that was written about in their ancient writings, I wouldn't seek a specialist in the ancient writings as a resource, I would seek an archaeology expert. Doesn't that make sense?",1
"I believe in consequences for everyone. Say something racist or racially ignorant, there should be consequences. Say something homophobic or ignorant to LGBTQ+, consequences. We can’t pick &amp; choose when we believe in accountability",0
But I think that Gods originally came about to explain why a large yellow thing goes up and down everyday. To a caveman the most logical explanation is there is a God. Now we know better. Just because there are still things we can't explain does not mean they must be from God.,0
"So do I, but my reasoning is highly speculative, even by my own standards.",0
My house evolved over millions of years. it built itself . Prove me wrong. emoticonXRolleyes,1
"Even a teacher should be able to understand that when you spend more, your debt goes up. emoticonXRolleyes
Obama Budget Pushes Sweeping Change - WSJ.com",1
" as their having guns doesn't serve the state.\""--Heinrich HimmlerFor pledging their support of Nazi ideals  we proudly award \""Yes\"" the Medal of Holocaust and Genocide. Congratulations  you're now a supporter of Hitler."" and you win the PINK PANTIES award!I got news for you PUNK - my family fled the Nazi's on foot in WWII ",1
It is me I am celebrating I have been singing the munchkin song for the last day and a half.,1
"Actually the defending of ATF wouldn't do much with regular guns since they have little to do with them. ATFs function is with NFA guns, which you probably know little, or nothing about.",1
"Just trying to bring some consistency to the debate. You love it when Democrats pander but not when Republicans do it. Why am I not surprised? ;) 
",1
The receptionist told me that I needed a referral to the cardiologist even though I have been in and out of that department since I was born (she was wrong) I was just sitting on the phone like 👁👄👁 okay???,0
drinking blue moon... eating tuna salad with crackers... living large right now,0
"I'll let you know if or when I'm ignoring you, O Hell-bound spawn of Satan.",1
But faith is not religion. Religion is the expression of belief in a god or higher being or power of the supernatural.As an agnositc I think that both theists and atheists are wrong since it is impossible to know for sure wheither a god exists or not while one is still alive.,0
Why do you oppose gay marriage? The traditional definition of marriage is as a contract for the purchase of a bride. The wedding is what is sacred. What you are doing is no different than those who opposed marriage betwen people of different races or beliefs as well. You have no valid reason to oppose it either.,0
"Misunderstanding or misrepresentation? Biologists and geneticists do not claim that DNA is isolated from the environment. We are well aware that the environment can cause mutations under many conditions (cosmic radiation, x-ray, etc.). What is denied is that mutations are environmentally directed - in other words, exposure to cosmic radiation will not cause a mutation that will make the organism resistant to cosmic radiation. The mutations will be random.   On the other hand, natural selection IS, by definition, the response of populations to their environment. The environment has been shown to have effects on DNA, i.e., the genome of the population.",0
"Happy Trans Visibility Day all my beautiful, strong, and sexy trans peeps!! We are unapologetically ourselves 💜",0
I refuse to work under someone for the rest of my life. I WILL have my own business and be my OWN boss. ✨Speaking it into existence✨,0
Man I pray I never have to feel the pain or loss of losing my loves ones in a school shooting. Hug your love ones a little tighter tonight because you truly never know how long you have,0
i am surprised scientists havn't made so much of a fuss about you. wow......,1
"Really? 'cuss what I always see with anti-choicers is that they seem to think that the pregnant woman is invisible. This means that all men and all fetuses have a right to life at all times, but women, for some unknown reason, seem to lose that right when they become pregnant. Weird.",0
"man what have you been sniffing? an overdose on prozac perhaps? ever heard of religious freedom? this is not the crusades. who were the ones who flew planes into the twin towers? who was it who caused man,women.children to be burnt to death, or fjump to their death? who is responsile for the nyc firefighter who looks in the mirror and weeps for his fallen comrades? how dare you!",1
"oh yes we do think so. as you know very well where that figure came from.  the latest study at harvard. new study finds 45,000 deaths annually linked to lack of health coverage | harvardscience interesting, isn't it, how our side is always quoting figures from harvard and such, and all your ilk can dig up is 'townhall' and hannity's second grade collages.",1
"In other news, a man called me ‘scary looking’ at Whole Foods yesterday and then asked to use me for his art",0
There is a boiling hot place in hell for the bloke who brought and used his nail clippers in a library.,0
"Well, we can agree to disagree on that one. I won't bother putting it to a vote :)",0
"So let me get this right. To counter Accipiter's statement that you have the intellectual maturity of a 10 y/o, you string together a bunch of words that you don't understand in context that makes absolutely no sense? Point - set - match Accipiter.",1
@SeasonIncarnate I think you are wonderful! I adore you! 🍞🤼🎢😎,0
Really? Show me that by quoting where the article says it.,0
It’s the hypocrisy for me,0
If you think that it's OK when the Mother's life is in danger. Why wouldn't it be OK when her life isn't in danger?,0
"me: revises cells + other general biology stuff
edexcel: ""i want a fit summer bod, get them to tell me how i get one""
#EdexcelBiology #Gcses2018",1
Mom put powdered carpet cleaner all over the floor and now it legit smells like we are living in a stable,0
bring back theme songs!!!,0
Bro Drake thinks about Rihanna everyday,0
"i'm shocked! shocked, i say!!! you seem so pure! roflmao....sorry!",1
people who hate the snow give off the same energy as people who hate cats,0
"I’m not sure what the guys in The Chainsmokers look like, but everyone in this Phoenix crowd looks like they’re in The Chainsmokers.",0
"Budget Totals
Old budget was $3274.734 billion
($2292.807 billion in spending, $981.927 billion in tax expenditures and cuts). 
New budget is $2598.27 billion
($1616.34 billion in spending, $981.93 billion in tax expenditures and cuts).
You have cut the deficit by $676.46 billion.
Your new deficit is $-319.45 billion.
God help us if I ever get to be President with a Line Item Veto. HEADS WOULD ROLL!!! emoticonXGood 
If it was only that easy. emoticonXRolleyes",1
It's a self-defeating question. You're asking why numbskulls participate in numbskullery.,1
"Really? Why? Bacteria don't need to see to exist. They don't depend on light to live. In fact, bacteria thrive in dark, moist areas. Why would natural selection determine this ability as being advantageous? If populations of bacteria with the ability to sense light are ""better suited"" than other bacteria, how many different types of light-sensing bacteria are there? ",0
Ah gotta love that Friday morning burnt out feeling 🌄,1
"Well I guess atheists are just lucky then!
(Maybe ""god"" is watching over them.)
Thanks god.
LOL @ emoticonXAngel",1
"To be more accurate, (not something noted amongst the pro-gun rabble) the right of protestants to have arms for their defence against catholics.I think we've all seen quite enough of this ""defence"" in Northern Ireland. (assuming that yanks can locate the place with a map emoticonXRolleyes )",0
"wikipedia is really quite amazing actually. you see the fact that anybody can modify it as a reason to not trust it. that would be a valid concern if it had only a small number of contributors. but, there are millions of contributors. each going over and correcting information supplied by others. in my mind (given the current number of users) wikipedia is a fantastic peer-reviewed source of information.",0
"Basic law 101: You can drive by 15 1/2 with A LICENSED ADULT OVER 25 IN THE CAR. Not 18 or 21, but 25 so it isn't a matter of potential peers watching each other. And your opening post referred to 14 year olds or above, as it shows below.",0
You mean like Eclipses. Oh wait. That was a miracle explained by Science!,1
"pro-choice - i agree but first trimester only pro-euthanasia - i agree pro-environmentalism - mmmm? depends pro-gay rights - again... depends pro-immigration ( to an extent) - legal? yes! illegal? no. pro-free healthcare - disagree anti-military action/intervention - mmmm... less, yes but depends anti-globalisation - agree anti-death penalty - disagree pro-stem-cell research - agree pro-gun control - disagree pro-welfare. - disagree pro-marijuana legalisation - agree pro-tobacco illigalisation - disgree i'm surprised you're anti-globalization",0
"All born children, and every woman had the right to be rid of them. Killing them is not required as abortion is when they are in the womb (during the timeframe the majority of abortions occur, at least). They are not comparable.",0
Whether a fetus is a person is not something open to consideration. An apple is not an orange. The reason that we have two words to apply as labels is simply because they absolutely are not the same thing. It is that simple.Suppose that a fetus is frozen and implanted in a female 22 years later. Is it of legal drinking age at birth? Obviously not. We currently have the technology to actually do this.,0
"Well why not start at the beginning?
 
 Handy Dinosaur Answer Book",0
Boehner not clapping for gender pay equality. COOL.,1
"That interpretation is fine except that God says, ""I WILL make a helper suitable for him."" He hadn't made the animals yet in verse 18, but he created Adam in verse 7.",0
So you're a perfect clone of one your parents with zero copying errors? Amazing.,1
When you order books from the bookstore a week in advance and then you wait three weeks for ONE book and when you finally email them about it they reply and say they cancelled your order 😍🥰,1
i love shoegaze sm,0
"sorry to the proctor for my chem exam last week that saw me cry for 20 mins. don’t worry, I changed my major 🤟🏼😬",0
"oh yeah, and the only thing better on pc's is that they have more choices of games. but im satisfied with my mac.",0
"Yep, Martha is in trouble and the democrats are panicking. 
I think the strong Independent support for her opponent is due to Martha's own lack of appeal. 
By they way, I have to ask....since ""The anointed one"" was in your neck of the woods, did you get a peek at him? prehaps even wave at him (with all 4 fingers) ;)",1
"So gay people, in your opinion, have no right to form the families of their choice? So you are defending the continued oppression of gay people?We are sick of conservative family types. We are tired of the closet. The phrase ""we are mad as hell and we are not going to take it any more"" applies. I see in your response the comming of the camps to lock and exterminate gay people. It is that type of thought, that jews were subhuman, that led to the final solution. As it is here with conservatives and religious right nuts, who believe gay people are sub human sickos in need of curing or killing.",0
"again, you speak as if gays and lesbians are not worthy of their relationships being sacred to them. as if gays and lesbians are unable to hold dear any concept of commitment, loyalty, partnership.  what a sad and mean little man you are.",0
"gee, i wonder why the liberal left is so quiet? i remember when bush's dwi from decades previously came out, and you couldn't shut the hypocrites up!  it's hilarious.",1
There ya go again kronus. You can't refute my argument so you resort to insulting me. emoticonXFrazzled Thanks for being so consistent. emoticonXGood,1
"Yes, because atheists love it when New Orleans gets drowned in water and thousands die. Hell, I know I'm throwing a party tonight, going to get my atheist friends over, and my pagan brothers to. Maybe a couple of beers, some dogs on the grill, all topped off with us ******* on a crucifex.   Grow up.",1
"Investing doesn’t need to be complicated. Invest in a low cost global index fund or ETF over the long-term, have PAYtience and watch your money grow!",0
@michellegayle1 It is simply brilliant. It reels you in subtly! So so good.,0
The most wonderful time of the year ✨ in my element 🥰🎄 https://t.co/Lg40FMwaXI,0
"so how do you consider yourself a reform jew if you don't believe in god? i can understand a jew not believing in christ, but i cannot understand not believing in god.  what are you working for? i don't have to be a jew to work at good deeds, or whatever. by what parameter, if any, has slavery ever been considered 'moral'?",0
"They say: don't say this incorrect statement, say this other one instead!Wow, the ""information"" thing will never cease to kill me.",0
"What would you know about fair and balanced?   I know a lot of truths about gays. Do you want me to start posting incessant threads pointing them all out?   And I am the moderator for the formal debate forum, not the entire board. Want to debate me on the benefits of gays on society vs Christianity?",0
"@lordmelbury2 Red Light Indicates Doors Are Secured (Arctic Monkeys), which could also be included in a separate question of songs that include the title only once in the lyrics",0
#jackstack @TGIFridays 😍😍😍 https://t.co/J2Ycj5WbOe,0
But you are smart enough to realize that the ban on gay marriage has nothing to do with it.,0
"I can neither confirm nor deny at this particular juncture that I may or may not be either male or female. :)
",1
then what did you mention? compensation against stolen goods is insurance against theft.,0
"get real! all christians are being painted with a broad brush of prejudice from the left. there are over what a billion christians in the world? how many are pedophile priests? how many protest funerals?  sorry, bad editing job on my part. i rewrote it for clarity and left out an important part. emoticonxbanghead i meant that 'islam', the religion that flogs or kills homosexuals, is given a pass from the left. i don't hear the left crying about the injustices towards gays by islam. instead, the left is obsessed with bashing christians, which are, for the most part 1million times more tolerant than muslims towards gays.  see correction above. don't ever get old, it screws with your mind. ;)",0
time for my 3 am gyoza,0
"Oh goody! You're asking for a to-do list!! 
I'm real good at that. Give me a bit to put one together. emoticonXAngel",1
"Actually, this (if what that article is true, which I am not quite sure) is a healthy part of science. Old theories are disgarded and new ones come in as more evidence is brought to bare. Every theory made by fallible man is prone to being disproven and destroyed. Man's theories change everyday, while God's word has remained the same.",0
"Distract? No. If Wells is accusing equivocation, he'd better be able to back up his claim.",0
"i must admit i was a bit confused when you came out with this: where in this discussion did i offer any solution to zimmerman (i don't remember mentioning him at all)? nor did i give any suggestion as to what i would do. so where did this 'both of you' come from? please could you also point out where i interjected pepper spray into the debate? a quote would be nice. oh, and the term 'enemy combatants' was just made up so that the bush and his partners in crime could get round international law. the geneva convention does cover them very clearly in the quote i gave.",1
"Yes you do. I've already posted your words saying you believe it exists. Deal with that first. I note now you have a habit of just ploughing on ahead when faced with evidence.
 How do you know nothing about the unknowable?",0
Nothing pisses me off more than people with double standards 👌🏻,0
chris evans will simple just blink and i will scream THAT WAS EVERYTHING KING UR SO CUTE,0
"So if it was deemed by 'those with the knowledge that give their opinion weight' that a fetus can feel pain and stress during a termination you would agree that the termination should not be carried out..well done
",1
I worked hard to get to where I am in life so it offends me when someone tries to knock my hustle when they don’t know shit about what I got going !,0
"i don't think there should be a minimum wage i agree. i think people should be more comfortable insisting on pay increases. what do you mean? are people uncomfortable with it right now? if you are getting paid poorly...by all means...work poorly. which gets you fired. i guess if someone believes they can get higher pay somewhere else for their same skill set, they can go for it.",0
I should’ve called in 🥴,0
"let's look up all the definitions, shall we? here's where you got 'yours': as you can see, the definition you cited is only used once, and even then it is just one of two from that source.  i notice you ignored all of the responses to you on the thread and decide to just post this piece of work without answering people. we are waiting, oh sentient one. we have shown you creatures that match all of these definitions (or at least all of the definitions that are seen in each and every source - see how alike each one is?) - now show us how humans are the only sentient beings in the universe.",1
"Get the Police involved.
Refuse to sail until they mask up.
Don't let them on in the first place.
Little point posting on twitter if you're not going to enforce it.  https://t.co/NyPNpIezAB",0
Life is about eating chicken finger and getting drunk,1
Being put in a cell with Howard Dean for life? emoticonXCry,1
I do like Ssn' s policy of showing the midweek goals as they happen.  Superb Ben Brereton header get in! #NFFC,0
"That's is ridiculously poor logic. Simply becuase the church makes mistakes doesn't mean it's incorrect in all other charges. The US government is WAY more corrupt than the Catholic Church, and yet we obey every god-damned thing big brother makes us do. ",0
"the argument has nothing to do with whether the bible is true or not, and everything to do with how certain concepts and interpretations are deduced from reading a piece of literature. i'm not arguing that i believe in a rapture, but rather that there is biblical support for a rapture event. i hope you see the difference",0
"Uh, let's see. The one thing this all ""equates to"" is you need a dictionary?",1
Of course the bolshevik revolution was doomed from the start as Russia was not indsutrialised and the revolution was imposed by a minority of the bourgeoisie rather than a mass movement of the proletariat (not that there was a proletariat in Russia at the time).,0
"i am surprised (well not really) that you don't see the simularity. and, we must not forget the elvis believers too",1
emoticonXRolleyes And you say I'm crazy?! This guy interrogates rocks! emoticonXRolleyes,0
I think you are on to something.The problem I see is that any proponent of a plan such as this will have toi take on both the health insurance lobby and the pharma lobby and their bottomless well of $$$ and propaganda.Here's hoping now that there's a new sheriff in town.,0
"too many words, not enough pictures",0
"Oh, I hear you. I am covered by my partner's insurance here as well. I would not have been able to get the insurance if we were not legally a union. It's amazing. And I am REALLY greatful for that!",0
"Making up numbers again georged? Care to post some links to this data?In 2005 Israel received 2.5 billion, most of it being foreign military financing...there is some more they get though so your 5 billion might be right. As for the 28 billion in 2002...I know that is wrong. I recall a 200 million dollar thing, but I don't know if it went through.The rest of your numbers are probably overstated as well....you have a bad habit of doing so.",0
"got a google calendar notif, my boyfriend put ""think about dwarves"" in as an all day event",0
